FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE
2018-01-01,UA,19977,UA,2429,11618,1161802,31703,EWR,11292,1129202,30325,DEN,1517,1512,-5.00,15.00,1527,1712,10.00,1745,1722,-23.00,0.00,,0.00,1605.00
2018-01-01,UA,19977,UA,2427,12889,1288903,32211,LAS,14771,1477104,32457,SFO,1115,1107,-8.00,11.00,1118,1223,7.00,1254,1230,-24.00,0.00,,0.00,414.00
2018-01-01,UA,19977,UA,2426,14908,1490803,32575,SNA,11292,1129202,30325,DEN,1335,1330,-5.00,15.00,1345,1631,5.00,1649,1636,-13.00,0.00,,0.00,846.00
2018-01-01,UA,19977,UA,2425,14635,1463502,31714,RSW,13930,1393006,30977,ORD,1546,1552,6.00,19.00,1611,1748,6.00,1756,1754,-2.00,0.00,,0.00,1120.00
2018-01-01,UA,19977,UA,2424,13930,1393006,30977,ORD,10257,1025702,30257,ALB,0630,0650,20.00,13.00,0703,0926,10.00,0922,0936,14.00,0.00,,0.00,723.00
2018-01-01,UA,19977,UA,2422,13930,1393006,30977,ORD,13871,1387102,33316,OMA,2241,2244,3.00,15.00,2259,0001,2.00,0014,0003,-11.00,0.00,,0.00,416.00
2018-01-01,UA,19977,UA,2421,12266,1226603,31453,IAH,12889,1288903,32211,LAS,0750,0747,-3.00,14.00,0801,0854,6.00,0916,0900,-16.00,0.00,,0.00,1222.00
2018-01-01,UA,19977,UA,2420,11292,1129202,30325,DEN,11003,1100303,31003,CID,1324,1318,-6.00,11.00,1329,1554,6.00,1619,1600,-19.00,0.00,,0.00,692.00
2018-01-01,UA,19977,UA,2419,14893,1489302,33192,SMF,11618,1161802,31703,EWR,2224,2237,13.00,10.00,2247,0627,9.00,0638,0636,-2.00,0.00,,0.00,2500.00
2018-01-01,UA,19977,UA,2418,14524,1452401,34524,RIC,11292,1129202,30325,DEN,1601,1559,-2.00,12.00,1611,1748,8.00,1813,1756,-17.00,0.00,,0.00,1482.00
2018-01-01,UA,19977,UA,2417,14057,1405702,34057,PDX,11618,1161802,31703,EWR,2240,2235,-5.00,9.00,2244,0624,7.00,0647,0631,-16.00,0.00,,0.00,2434.00
2018-01-01,UA,19977,UA,2416,13930,1393006,30977,ORD,11042,1104205,30647,CLE,2059,2300,121.00,24.00,2324,0112,8.00,2311,0120,129.00,0.00,,0.00,316.00
2018-01-01,UA,19977,UA,2415,11618,1161802,31703,EWR,14057,1405702,34057,PDX,0825,0822,-3.00,15.00,0837,1104,5.00,1135,1109,-26.00,0.00,,0.00,2434.00
2018-01-01,UA,19977,UA,2414,11618,1161802,31703,EWR,10397,1039707,30397,ATL,1044,1055,11.00,11.00,1106,1310,5.00,1318,1315,-3.00,0.00,,0.00,746.00
2018-01-01,UA,19977,UA,2413,13930,1393006,30977,ORD,10785,1078502,30785,BTV,2114,2230,76.00,14.00,2244,0123,5.00,0015,0128,73.00,0.00,,0.00,763.00
2018-01-01,UA,19977,UA,2412,13204,1320402,31454,MCO,12892,1289208,32575,LAX,0653,0747,54.00,14.00,0801,1003,22.00,0930,1025,55.00,0.00,,0.00,2218.00
2018-01-01,UA,19977,UA,2411,11618,1161802,31703,EWR,14893,1489302,33192,SMF,1810,1922,72.00,16.00,1938,2157,4.00,2136,2201,25.00,0.00,,0.00,2500.00
2018-01-01,UA,19977,UA,2410,14635,1463502,31714,RSW,11618,1161802,31703,EWR,1250,1337,47.00,12.00,1349,1600,6.00,1537,1606,29.00,0.00,,0.00,1068.00
2018-01-01,UA,19977,UA,2409,12266,1226603,31453,IAH,12441,1244102,32441,JAC,0940,0934,-6.00,18.00,0952,1156,4.00,1218,1200,-18.00,0.00,,0.00,1265.00
2018-01-01,UA,19977,UA,2408,15412,1541205,35412,TYS,11618,1161802,31703,EWR,1131,1140,9.00,9.00,1149,1307,5.00,1333,1312,-21.00,0.00,,0.00,631.00
2018-01-01,UA,19977,UA,2406,11618,1161802,31703,EWR,15412,1541205,35412,TYS,0830,0844,14.00,20.00,0904,1052,3.00,1049,1055,6.00,0.00,,0.00,631.00
2018-01-01,UA,19977,UA,2405,14771,1477104,32457,SFO,12266,1226603,31453,IAH,0530,0521,-9.00,13.00,0534,1050,4.00,1122,1054,-28.00,0.00,,0.00,1635.00
2018-01-01,UA,19977,UA,2404,14635,1463502,31714,RSW,13930,1393006,30977,ORD,1220,1213,-7.00,25.00,1238,1419,3.00,1430,1422,-8.00,0.00,,0.00,1120.00
2018-01-01,UA,19977,UA,2403,14771,1477104,32457,SFO,12173,1217305,32134,HNL,1927,1925,-2.00,15.00,1940,2243,7.00,2325,2250,-35.00,0.00,,0.00,2398.00
2018-01-01,UA,19977,UA,2402,12441,1244102,32441,JAC,11618,1161802,31703,EWR,1343,1351,8.00,38.00,1429,2003,10.00,1959,2013,14.00,0.00,,0.00,1874.00
2018-01-01,UA,19977,UA,2400,10721,1072102,30721,BOS,14771,1477104,32457,SFO,1820,1826,6.00,24.00,1850,2122,15.00,2148,2137,-11.00,0.00,,0.00,2704.00
2018-01-01,UA,19977,UA,2399,13930,1393006,30977,ORD,13303,1330303,32467,MIA,1405,1402,-3.00,18.00,1420,1757,9.00,1810,1806,-4.00,0.00,,0.00,1197.00
2018-01-01,UA,19977,UA,2398,13495,1349505,33495,MSY,11618,1161802,31703,EWR,2043,2131,48.00,10.00,2141,0054,7.00,0034,0101,27.00,0.00,,0.00,1167.00
2018-01-01,UA,19977,UA,2397,13303,1330303,32467,MIA,12266,1226603,31453,IAH,0900,0859,-1.00,17.00,0916,1048,6.00,1056,1054,-2.00,0.00,,0.00,964.00
2018-01-01,UA,19977,UA,2394,11618,1161802,31703,EWR,12892,1289208,32575,LAX,1500,1515,15.00,19.00,1534,1804,8.00,1820,1812,-8.00,0.00,,0.00,2454.00
2018-01-01,UA,19977,UA,2393,14747,1474703,30559,SEA,12266,1226603,31453,IAH,0027,0015,-12.00,15.00,0030,0601,11.00,0644,0612,-32.00,0.00,,0.00,1874.00
2018-01-01,UA,19977,UA,2392,14683,1468305,33214,SAT,12266,1226603,31453,IAH,0730,0729,-1.00,13.00,0742,0816,4.00,0834,0820,-14.00,0.00,,0.00,191.00
2018-01-01,UA,19977,UA,2391,14869,1486903,34614,SLC,11618,1161802,31703,EWR,1318,1314,-4.00,10.00,1324,1905,7.00,1931,1912,-19.00,0.00,,0.00,1969.00
2018-01-01,UA,19977,UA,2390,13204,1320402,31454,MCO,14771,1477104,32457,SFO,0852,0854,2.00,10.00,0904,1142,4.00,1203,1146,-17.00,0.00,,0.00,2446.00
2018-01-01,UA,19977,UA,2389,13495,1349505,33495,MSY,12264,1226402,30852,IAD,1758,1751,-7.00,13.00,1804,2056,3.00,2120,2059,-21.00,0.00,,0.00,955.00
2018-01-01,UA,19977,UA,2388,11292,1129202,30325,DEN,14524,1452401,34524,RIC,0950,0948,-2.00,13.00,1001,1454,6.00,1516,1500,-16.00,0.00,,0.00,1482.00
2018-01-01,UA,19977,UA,2386,13930,1393006,30977,ORD,14635,1463502,31714,RSW,1350,1348,-2.00,23.00,1411,1733,4.00,1746,1737,-9.00,0.00,,0.00,1120.00
2018-01-01,UA,19977,UA,2386,14492,1449202,34492,RDU,13930,1393006,30977,ORD,0955,0951,-4.00,14.00,1005,1055,3.00,1115,1058,-17.00,0.00,,0.00,646.00
2018-01-01,UA,19977,UA,2385,11292,1129202,30325,DEN,13930,1393006,30977,ORD,0915,0909,-6.00,12.00,0921,1216,19.00,1242,1235,-7.00,0.00,,0.00,888.00
2018-01-01,UA,19977,UA,2384,11618,1161802,31703,EWR,11697,1169706,32467,FLL,1627,1624,-3.00,38.00,1702,1938,6.00,1938,1944,6.00,0.00,,0.00,1065.00
2018-01-01,UA,19977,UA,2381,13303,1330303,32467,MIA,13930,1393006,30977,ORD,0729,0727,-2.00,14.00,0741,0925,11.00,0950,0936,-14.00,0.00,,0.00,1197.00
2018-01-01,UA,19977,UA,2381,13930,1393006,30977,ORD,14679,1467903,33570,SAN,1215,1213,-2.00,18.00,1231,1421,1.00,1441,1422,-19.00,0.00,,0.00,1723.00
2018-01-01,UA,19977,UA,2380,11697,1169706,32467,FLL,11618,1161802,31703,EWR,2025,2029,4.00,13.00,2042,2301,5.00,2325,2306,-19.00,0.00,,0.00,1065.00
2018-01-01,UA,19977,UA,2173,12264,1226402,30852,IAD,11292,1129202,30325,DEN,2217,2235,18.00,14.00,2249,0003,5.00,0014,0008,-6.00,0.00,,0.00,1452.00
2018-01-01,UA,19977,UA,2172,11618,1161802,31703,EWR,12266,1226603,31453,IAH,1959,2000,1.00,22.00,2022,2248,5.00,2308,2253,-15.00,0.00,,0.00,1400.00
2018-01-01,UA,19977,UA,2171,11298,1129806,30194,DFW,12264,1226402,30852,IAD,1710,1703,-7.00,18.00,1721,2034,7.00,2057,2041,-16.00,0.00,,0.00,1172.00
2018-01-01,UA,19977,UA,2170,11292,1129202,30325,DEN,14869,1486903,34614,SLC,2220,2216,-4.00,24.00,2240,2345,3.00,2356,2348,-8.00,0.00,,0.00,391.00
2018-01-01,UA,19977,UA,2169,11292,1129202,30325,DEN,14057,1405702,34057,PDX,2220,2216,-4.00,11.00,2227,2356,5.00,0012,0001,-11.00,0.00,,0.00,991.00
2018-01-01,UA,19977,UA,2168,11292,1129202,30325,DEN,12278,1227805,30928,ICT,2018,2017,-1.00,13.00,2030,2221,4.00,2242,2225,-17.00,0.00,,0.00,420.00
2018-01-01,UA,19977,UA,2167,11292,1129202,30325,DEN,11618,1161802,31703,EWR,2025,2022,-3.00,11.00,2033,0135,6.00,0202,0141,-21.00,0.00,,0.00,1605.00
2018-01-01,UA,19977,UA,2166,10299,1029906,30299,ANC,11292,1129202,30325,DEN,2340,2336,-4.00,13.00,2349,0623,6.00,0658,0629,-29.00,0.00,,0.00,2405.00
2018-01-01,UA,19977,UA,2165,13487,1348702,31650,MSP,13930,1393006,30977,ORD,0500,0502,2.00,13.00,0515,0611,12.00,0634,0623,-11.00,0.00,,0.00,334.00
2018-01-01,UA,19977,UA,2164,10257,1025702,30257,ALB,13930,1393006,30977,ORD,1004,1022,18.00,8.00,1030,1116,8.00,1134,1124,-10.00,0.00,,0.00,723.00
2018-01-01,UA,19977,UA,2163,14771,1477104,32457,SFO,14570,1457002,34570,RNO,1048,1044,-4.00,22.00,1106,1138,5.00,1153,1143,-10.00,0.00,,0.00,192.00
2018-01-01,UA,19977,UA,2162,14771,1477104,32457,SFO,11603,1160302,31603,EUG,2013,2003,-10.00,19.00,2022,2132,9.00,2148,2141,-7.00,0.00,,0.00,451.00
2018-01-01,UA,19977,UA,2161,13930,1393006,30977,ORD,13204,1320402,31454,MCO,2113,2123,10.00,18.00,2141,0047,6.00,0057,0053,-4.00,0.00,,0.00,1005.00
2018-01-01,UA,19977,UA,2160,13930,1393006,30977,ORD,13198,1319801,33198,MCI,2030,2111,41.00,21.00,2132,2230,5.00,2209,2235,26.00,0.00,,0.00,403.00
2018-01-01,UA,19977,UA,2159,13930,1393006,30977,ORD,11433,1143302,31295,DTW,2055,2112,17.00,14.00,2126,2309,7.00,2316,2316,0.00,0.00,,0.00,235.00
2018-01-01,UA,19977,UA,2158,13930,1393006,30977,ORD,11057,1105703,31057,CLT,2101,2127,26.00,16.00,2143,2359,4.00,0003,0003,0.00,0.00,,0.00,599.00
2018-01-01,UA,19977,UA,2157,12892,1289208,32575,LAX,11292,1129202,30325,DEN,1558,1557,-1.00,14.00,1611,1902,7.00,1924,1909,-15.00,0.00,,0.00,862.00
2018-01-01,UA,19977,UA,2156,14771,1477104,32457,SFO,11042,1104205,30647,CLE,2240,2235,-5.00,22.00,2257,0601,5.00,0617,0606,-11.00,0.00,,0.00,2161.00
2018-01-01,UA,19977,UA,2155,12339,1233904,32337,IND,13930,1393006,30977,ORD,1822,1956,94.00,9.00,2005,1947,3.00,1835,1950,75.00,0.00,,0.00,177.00
2018-01-01,UA,19977,UA,2154,12264,1226402,30852,IAD,11697,1169706,32467,FLL,1729,1745,16.00,20.00,1805,2014,6.00,2009,2020,11.00,0.00,,0.00,901.00
2018-01-01,UA,19977,UA,2153,11618,1161802,31703,EWR,10785,1078502,30785,BTV,2145,2359,134.00,12.00,0011,0102,4.00,2302,0106,124.00,0.00,,0.00,266.00
2018-01-01,UA,19977,UA,2152,14771,1477104,32457,SFO,12264,1226402,30852,IAD,2130,2128,-2.00,23.00,2151,0522,5.00,0529,0527,-2.00,0.00,,0.00,2419.00
2018-01-01,UA,19977,UA,2151,14771,1477104,32457,SFO,10721,1072102,30721,BOS,2240,2235,-5.00,36.00,2311,0710,5.00,0717,0715,-2.00,0.00,,0.00,2704.00
2018-01-01,UA,19977,UA,2150,12892,1289208,32575,LAX,14679,1467903,33570,SAN,0602,1101,299.00,19.00,1120,1149,3.00,0701,1152,291.00,0.00,,0.00,109.00
2018-01-01,UA,19977,UA,2149,12892,1289208,32575,LAX,13930,1393006,30977,ORD,1540,1538,-2.00,13.00,1551,2116,16.00,2135,2132,-3.00,0.00,,0.00,1744.00
2018-01-01,UA,19977,UA,2148,14679,1467903,33570,SAN,11618,1161802,31703,EWR,2100,2111,11.00,13.00,2124,0453,7.00,0459,0500,1.00,0.00,,0.00,2425.00
2018-01-01,UA,19977,UA,2147,11618,1161802,31703,EWR,13930,1393006,30977,ORD,1646,1658,12.00,17.00,1715,1811,25.00,1827,1836,9.00,0.00,,0.00,719.00
2018-01-01,UA,19977,UA,2146,10693,1069302,30693,BNA,12266,1226603,31453,IAH,1755,1755,0.00,14.00,1809,1953,9.00,2016,2002,-14.00,0.00,,0.00,657.00
2018-01-01,UA,19977,UA,2145,10529,1052906,30529,BDL,11618,1161802,31703,EWR,0600,0621,21.00,14.00,0635,0717,4.00,0717,0721,4.00,0.00,,0.00,116.00
2018-01-01,UA,19977,UA,2144,10140,1014005,30140,ABQ,12266,1226603,31453,IAH,0800,0759,-1.00,11.00,0810,1044,9.00,1106,1053,-13.00,0.00,,0.00,744.00
2018-01-01,UA,19977,UA,2143,14771,1477104,32457,SFO,14679,1467903,33570,SAN,0835,0830,-5.00,51.00,0921,1032,3.00,1007,1035,28.00,0.00,,0.00,447.00
2018-01-01,UA,19977,UA,2142,14771,1477104,32457,SFO,14107,1410702,30466,PHX,1950,1943,-7.00,13.00,1956,2227,4.00,2248,2231,-17.00,0.00,,0.00,651.00
2018-01-01,UA,19977,UA,2141,13495,1349505,33495,MSY,11292,1129202,30325,DEN,0825,0819,-6.00,9.00,0828,1003,19.00,1022,1022,0.00,0.00,,0.00,1062.00
2018-01-01,UA,19977,UA,2140,14685,1468502,34685,SAV,11618,1161802,31703,EWR,1054,1055,1.00,14.00,1109,1237,5.00,1308,1242,-26.00,0.00,,0.00,708.00
2018-01-01,UA,19977,UA,2138,13204,1320402,31454,MCO,13930,1393006,30977,ORD,2030,2029,-1.00,8.00,2037,2153,3.00,2224,2156,-28.00,0.00,,0.00,1005.00
2018-01-01,UA,19977,UA,2137,11292,1129202,30325,DEN,10849,1084905,30849,BZN,2228,2227,-1.00,33.00,2300,0019,6.00,0016,0025,9.00,0.00,,0.00,524.00
2018-01-01,UA,19977,UA,2136,10721,1072102,30721,BOS,12264,1226402,30852,IAD,1937,1943,6.00,14.00,1957,2108,4.00,2120,2112,-8.00,0.00,,0.00,413.00
2018-01-01,UA,19977,UA,2135,11292,1129202,30325,DEN,12264,1226402,30852,IAD,1735,1740,5.00,32.00,1812,2250,7.00,2248,2257,9.00,0.00,,0.00,1452.00
2018-01-01,UA,19977,UA,2135,14107,1410702,30466,PHX,11292,1129202,30325,DEN,1435,1424,-11.00,11.00,1435,1553,4.00,1621,1557,-24.00,0.00,,0.00,602.00
2018-01-01,UA,19977,UA,2134,10423,1042302,30423,AUS,12266,1226603,31453,IAH,2002,1951,-11.00,13.00,2004,2034,12.00,2103,2046,-17.00,0.00,,0.00,140.00
2018-01-01,UA,19977,UA,2134,12266,1226603,31453,IAH,13495,1349505,33495,MSY,2140,2135,-5.00,15.00,2150,2233,2.00,2252,2235,-17.00,0.00,,0.00,305.00
2018-01-01,UA,19977,UA,2133,10257,1025702,30257,ALB,13930,1393006,30977,ORD,0615,0748,93.00,11.00,0759,0847,3.00,0746,0850,64.00,0.00,,0.00,723.00
2018-01-01,UA,19977,UA,2133,13930,1393006,30977,ORD,12889,1288903,32211,LAS,0910,0915,5.00,23.00,0938,1105,5.00,1115,1110,-5.00,0.00,,0.00,1514.00
2018-01-01,UA,19977,UA,2132,14100,1410005,34100,PHL,14771,1477104,32457,SFO,1805,1815,10.00,20.00,1835,2103,5.00,2143,2108,-35.00,0.00,,0.00,2521.00
2018-01-01,UA,19977,UA,2131,12266,1226603,31453,IAH,13930,1393006,30977,ORD,1945,1950,5.00,28.00,2018,2219,4.00,2219,2223,4.00,0.00,,0.00,925.00
2018-01-01,UA,19977,UA,2130,12892,1289208,32575,LAX,11618,1161802,31703,EWR,1625,1617,-8.00,18.00,1635,0004,7.00,0025,0011,-14.00,0.00,,0.00,2454.00
2018-01-01,UA,19977,UA,2129,14831,1483106,32457,SJC,13930,1393006,30977,ORD,0640,0636,-4.00,15.00,0651,1234,9.00,1251,1243,-8.00,0.00,,0.00,1829.00
2018-01-01,UA,19977,UA,2128,14771,1477104,32457,SFO,13303,1330303,32467,MIA,0820,0820,0.00,25.00,0845,1631,6.00,1646,1637,-9.00,0.00,,0.00,2585.00
2018-01-01,UA,19977,UA,2127,14771,1477104,32457,SFO,12892,1289208,32575,LAX,1353,1403,10.00,12.00,1415,1512,9.00,1530,1521,-9.00,0.00,,0.00,337.00
2018-01-01,UA,19977,UA,2126,13204,1320402,31454,MCO,12892,1289208,32575,LAX,1938,1951,13.00,11.00,2002,2203,33.00,2220,2236,16.00,0.00,,0.00,2218.00
2018-01-01,UA,19977,UA,2124,13204,1320402,31454,MCO,11618,1161802,31703,EWR,1003,0959,-4.00,13.00,1012,1207,39.00,1240,1246,6.00,0.00,,0.00,937.00
2018-01-01,UA,19977,UA,2123,10423,1042302,30423,AUS,14771,1477104,32457,SFO,0737,0732,-5.00,17.00,0749,0930,2.00,0939,0932,-7.00,0.00,,0.00,1504.00
2018-01-01,UA,19977,UA,2122,11292,1129202,30325,DEN,14831,1483106,32457,SJC,2000,1959,-1.00,14.00,2013,2125,6.00,2146,2131,-15.00,0.00,,0.00,948.00
2018-01-01,UA,19977,UA,2121,12266,1226603,31453,IAH,11618,1161802,31703,EWR,0610,0605,-5.00,11.00,0616,1005,4.00,1037,1009,-28.00,0.00,,0.00,1400.00
2018-01-01,UA,19977,UA,2120,12892,1289208,32575,LAX,13930,1393006,30977,ORD,2356,2350,-6.00,16.00,0006,0531,3.00,0555,0534,-21.00,0.00,,0.00,1744.00
2018-01-01,UA,19977,UA,2119,10693,1069302,30693,BNA,14771,1477104,32457,SFO,0710,0707,-3.00,17.00,0724,1012,14.00,1020,1026,6.00,0.00,,0.00,1969.00
2018-01-01,UA,19977,UA,2118,11292,1129202,30325,DEN,13487,1348702,31650,MSP,1245,1239,-6.00,10.00,1249,1518,5.00,1540,1523,-17.00,0.00,,0.00,680.00
2018-01-01,UA,19977,UA,2117,12892,1289208,32575,LAX,11618,1161802,31703,EWR,1200,1150,-10.00,18.00,1208,1944,7.00,2020,1951,-29.00,0.00,,0.00,2454.00
2018-01-01,UA,19977,UA,2116,13930,1393006,30977,ORD,12266,1226603,31453,IAH,1025,1025,0.00,20.00,1045,1300,8.00,1319,1308,-11.00,0.00,,0.00,925.00
2018-01-01,UA,19977,UA,2115,12266,1226603,31453,IAH,12889,1288903,32211,LAS,2005,2006,1.00,22.00,2028,2118,8.00,2132,2126,-6.00,0.00,,0.00,1222.00
2018-01-01,UA,19977,UA,2114,12266,1226603,31453,IAH,14027,1402702,34027,PBI,1955,1958,3.00,26.00,2024,2319,4.00,2328,2323,-5.00,0.00,,0.00,956.00
2018-01-01,UA,19977,UA,2113,14100,1410005,34100,PHL,12266,1226603,31453,IAH,0545,0544,-1.00,18.00,0602,0836,8.00,0838,0844,6.00,0.00,,0.00,1325.00
2018-01-01,UA,19977,UA,2112,14747,1474703,30559,SEA,12266,1226603,31453,IAH,2350,2349,-1.00,21.00,0010,0537,9.00,0559,0546,-13.00,0.00,,0.00,1874.00
2018-01-01,UA,19977,UA,2111,14683,1468305,33214,SAT,12266,1226603,31453,IAH,1925,1916,-9.00,9.00,1925,2004,22.00,2029,2026,-3.00,0.00,,0.00,191.00
2018-01-01,UA,19977,UA,2110,12266,1226603,31453,IAH,11298,1129806,30194,DFW,1618,1616,-2.00,17.00,1633,1713,16.00,1734,1729,-5.00,0.00,,0.00,224.00
2018-01-01,UA,19977,UA,2109,11298,1129806,30194,DFW,12266,1226603,31453,IAH,1925,1915,-10.00,18.00,1933,2019,15.00,2041,2034,-7.00,0.00,,0.00,224.00
2018-01-01,UA,19977,UA,2108,14683,1468305,33214,SAT,12266,1226603,31453,IAH,0555,0548,-7.00,11.00,0559,0634,5.00,0654,0639,-15.00,0.00,,0.00,191.00
2018-01-01,UA,19977,UA,2107,11292,1129202,30325,DEN,12892,1289208,32575,LAX,0552,0547,-5.00,10.00,0557,0702,64.00,0738,0806,28.00,0.00,,0.00,862.00
2018-01-01,UA,19977,UA,2106,13930,1393006,30977,ORD,11697,1169706,32467,FLL,1350,1512,82.00,12.00,1524,1902,8.00,1758,1910,72.00,0.00,,0.00,1182.00
2018-01-01,UA,19977,UA,2106,13931,1393102,33667,ORF,13930,1393006,30977,ORD,1001,0959,-2.00,13.00,1012,1107,3.00,1125,1110,-15.00,0.00,,0.00,717.00
2018-01-01,UA,19977,UA,2105,12266,1226603,31453,IAH,14683,1468305,33214,SAT,1420,1505,45.00,10.00,1515,1552,5.00,1527,1557,30.00,0.00,,0.00,191.00
2018-01-01,UA,19977,UA,2104,11278,1127805,30852,DCA,11292,1129202,30325,DEN,1609,1609,0.00,14.00,1623,1804,4.00,1820,1808,-12.00,0.00,,0.00,1476.00
2018-01-01,UA,19977,UA,2103,12266,1226603,31453,IAH,13204,1320402,31454,MCO,1945,1941,-4.00,28.00,2009,2253,7.00,2306,2300,-6.00,0.00,,0.00,854.00
2018-01-01,UA,19977,UA,2102,12266,1226603,31453,IAH,12889,1288903,32211,LAS,1420,1414,-6.00,16.00,1430,1523,9.00,1547,1532,-15.00,0.00,,0.00,1222.00
2018-01-01,UA,19977,UA,2101,12266,1226603,31453,IAH,14771,1477104,32457,SFO,2113,2115,2.00,19.00,2134,2318,6.00,2340,2324,-16.00,0.00,,0.00,1635.00
2018-01-01,UA,19977,UA,2100,12266,1226603,31453,IAH,11697,1169706,32467,FLL,2010,2009,-1.00,16.00,2025,2327,6.00,2337,2333,-4.00,0.00,,0.00,966.00
2018-01-01,UA,19977,UA,2099,14679,1467903,33570,SAN,12266,1226603,31453,IAH,1340,1336,-4.00,18.00,1354,1830,6.00,1848,1836,-12.00,0.00,,0.00,1303.00
2018-01-01,UA,19977,UA,2098,12953,1295304,31703,LGA,12266,1226603,31453,IAH,0752,0741,-11.00,15.00,0756,1044,8.00,1101,1052,-9.00,0.00,,0.00,1416.00
2018-01-01,UA,19977,UA,2097,12266,1226603,31453,IAH,12892,1289208,32575,LAX,1224,1258,34.00,13.00,1311,1427,5.00,1418,1432,14.00,0.00,,0.00,1379.00
2018-01-01,UA,19977,UA,2096,14908,1490803,32575,SNA,12266,1226603,31453,IAH,1345,1609,144.00,11.00,1620,2041,12.00,1856,2053,117.00,0.00,,0.00,1346.00
2018-01-01,UA,19977,UA,2095,12266,1226603,31453,IAH,10423,1042302,30423,AUS,1420,1424,4.00,11.00,1435,1503,6.00,1517,1509,-8.00,0.00,,0.00,140.00
2018-01-01,UA,19977,UA,2094,12266,1226603,31453,IAH,12953,1295304,31703,LGA,1620,1618,-2.00,23.00,1641,2041,4.00,2046,2045,-1.00,0.00,,0.00,1416.00
2018-01-01,UA,19977,UA,2094,14679,1467903,33570,SAN,12266,1226603,31453,IAH,0800,1231,271.00,33.00,1304,1730,9.00,1310,1739,269.00,0.00,,0.00,1303.00
2018-01-01,UA,19977,UA,2093,11298,1129806,30194,DFW,14771,1477104,32457,SFO,0615,0615,0.00,13.00,0628,0756,13.00,0820,0809,-11.00,0.00,,0.00,1464.00
2018-01-01,UA,19977,UA,2092,10821,1082106,30852,BWI,12266,1226603,31453,IAH,0520,0510,-10.00,24.00,0534,0751,5.00,0757,0756,-1.00,0.00,,0.00,1235.00
2018-01-01,UA,19977,UA,2091,13303,1330303,32467,MIA,12266,1226603,31453,IAH,0625,0620,-5.00,22.00,0642,0812,3.00,0824,0815,-9.00,0.00,,0.00,964.00
2018-01-01,UA,19977,UA,2090,12892,1289208,32575,LAX,12264,1226402,30852,IAD,2120,2123,3.00,19.00,2142,0453,5.00,0509,0458,-11.00,0.00,,0.00,2288.00
2018-01-01,UA,19977,UA,2089,14122,1412202,30198,PIT,11292,1129202,30325,DEN,0822,0819,-3.00,29.00,0848,0951,15.00,0956,1006,10.00,0.00,,0.00,1290.00
2018-01-01,UA,19977,UA,2087,14893,1489302,33192,SMF,12266,1226603,31453,IAH,1247,1244,-3.00,8.00,1252,1753,3.00,1825,1756,-29.00,0.00,,0.00,1609.00
2018-01-01,UA,19977,UA,2086,14893,1489302,33192,SMF,14771,1477104,32457,SFO,0605,0600,-5.00,11.00,0611,0638,5.00,0703,0643,-20.00,0.00,,0.00,86.00
2018-01-01,UA,19977,UA,2085,12266,1226603,31453,IAH,13495,1349505,33495,MSY,2000,1955,-5.00,24.00,2019,2103,10.00,2112,2113,1.00,0.00,,0.00,305.00
2018-01-01,UA,19977,UA,2083,14107,1410702,30466,PHX,12266,1226603,31453,IAH,0730,0729,-1.00,10.00,0739,1040,4.00,1102,1044,-18.00,0.00,,0.00,1009.00
2018-01-01,UA,19977,UA,2081,14771,1477104,32457,SFO,14893,1489302,33192,SMF,2245,2240,-5.00,37.00,2317,2336,4.00,2339,2340,1.00,0.00,,0.00,86.00
2018-01-01,UA,19977,UA,2080,13830,1383002,33830,OGG,14771,1477104,32457,SFO,2205,2204,-1.00,8.00,2212,0455,20.00,0502,0515,13.00,0.00,,0.00,2338.00
2018-01-01,UA,19977,UA,2079,11042,1104205,30647,CLE,13204,1320402,31454,MCO,0840,0837,-3.00,21.00,0858,1111,4.00,1113,1115,2.00,0.00,,0.00,895.00
2018-01-01,UA,19977,UA,2078,12953,1295304,31703,LGA,12266,1226603,31453,IAH,1350,1355,5.00,12.00,1407,1643,6.00,1700,1649,-11.00,0.00,,0.00,1416.00
2018-01-01,UA,19977,UA,2077,13931,1393102,33667,ORF,12264,1226402,30852,IAD,1030,1025,-5.00,27.00,1052,1128,6.00,1133,1134,1.00,0.00,,0.00,157.00
2018-01-01,UA,19977,UA,2076,12266,1226603,31453,IAH,11292,1129202,30325,DEN,1945,1948,3.00,26.00,2014,2120,4.00,2123,2124,1.00,0.00,,0.00,862.00
2018-01-01,UA,19977,UA,2073,13303,1330303,32467,MIA,12266,1226603,31453,IAH,1835,1835,0.00,16.00,1851,2012,8.00,2036,2020,-16.00,0.00,,0.00,964.00
